Image,PSNR Pretrained,SSIM Pretrained,PSNR Finetuned,SSIM Finetuned
r000da54ft.png,15.98739019933507,0.6766693,20.303658031431553,0.71024626
r001d260dt.png,14.743382546855035,0.3938018,14.181654209233576,0.38656393
r002fc3e2t.png,10.060630043948393,0.18210118,10.012720571699314,0.18546283
r00444b95t.png,14.219493020007867,0.3488828,12.782320454270046,0.32474342
r005f3e70t.png,9.893321218075444,0.15675391,9.032538384970776,0.14964616
